accession	bac_trans_count	bac_trans_all	bac_not_trans_count	bac_not_trans_all	bac_trans_proportion	bac_not_trans_proportion	bac_trans_fold_change
COG3409	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1607	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2606	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3806	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0589	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5088	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5652	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0097	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1952	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0217	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2077	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1545	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5566	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3760	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4728	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0522	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0314	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4185	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1126	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4598	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0135	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4847	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2318	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3365	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5005	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4003	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1854	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0551	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1321	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3703	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1898	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4013	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4405	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3910	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1136	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1656	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1528	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3545	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4567	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2405	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0546	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3364	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4540	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3337	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2731	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3444	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0590	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1986	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3467	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1327	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4845	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0041	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2518	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1412	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0350	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2001	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3453	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1117	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1329	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3316	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0233	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1051	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0745	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0802	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5556	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0652	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3506	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4894	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4747	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2947	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0048	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0669	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1438	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3837	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2197	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1886	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1591	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0066	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3727	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2087	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0740	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3826	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3153	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1435	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4190	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0259	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0245	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1310	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0176	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG5123	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG1661	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0691	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG2062	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG3335	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
